city,year,weekofyear,total_cases
sj,2008,18,11
sj,2008,19,8
sj,2008,20,12
sj,2008,21,13
sj,2008,22,13
sj,2008,23,15
sj,2008,24,12
sj,2008,25,17
sj,2008,26,19
sj,2008,27,18
sj,2008,28,15
sj,2008,29,22
sj,2008,30,28
sj,2008,31,23
sj,2008,32,101
sj,2008,33,44
sj,2008,34,33
sj,2008,35,57
sj,2008,36,65
sj,2008,37,47
sj,2008,38,47
sj,2008,39,70
sj,2008,40,50
sj,2008,41,50
sj,2008,42,55
sj,2008,43,70
sj,2008,44,74
sj,2008,45,57
sj,2008,46,48
sj,2008,47,47
sj,2008,48,77
sj,2008,49,29
sj,2008,50,16
sj,2008,51,35
sj,2008,52,30
sj,2009,1,41
sj,2009,2,27
sj,2009,3,32
sj,2009,4,34
sj,2009,5,33
sj,2009,6,15
sj,2009,7,18
sj,2009,8,21
sj,2009,9,19
sj,2009,10,16
sj,2009,11,13
sj,2009,12,9
sj,2009,13,7
sj,2009,14,8
sj,2009,15,9
sj,2009,16,9
sj,2009,17,11
sj,2009,18,9
sj,2009,19,8
sj,2009,20,8
sj,2009,21,7
sj,2009,22,16
sj,2009,23,15
sj,2009,24,16
sj,2009,25,20
sj,2009,26,22
sj,2009,27,18
sj,2009,28,13
sj,2009,29,29
sj,2009,30,32
sj,2009,31,30
sj,2009,32,25
sj,2009,33,37
sj,2009,34,21
sj,2009,35,72
sj,2009,36,76
sj,2009,37,48
sj,2009,38,55
sj,2009,39,66
sj,2009,40,41
sj,2009,41,54
sj,2009,42,46
sj,2009,43,50
sj,2009,44,72
sj,2009,45,112
sj,2009,46,48
sj,2009,47,72
sj,2009,48,70
sj,2009,49,64
sj,2009,50,46
sj,2009,51,32
sj,2009,52,46
sj,2010,53,38
sj,2010,1,38
sj,2010,2,35
sj,2010,3,32
sj,2010,4,32
sj,2010,5,21
sj,2010,6,21
sj,2010,7,23
sj,2010,8,25
sj,2010,9,24
sj,2010,10,21
sj,2010,11,16
sj,2010,12,13
sj,2010,13,16
sj,2010,14,11
sj,2010,15,9
sj,2010,16,12
sj,2010,17,10
sj,2010,18,12
sj,2010,19,10
sj,2010,20,10
sj,2010,21,14
sj,2010,22,19
sj,2010,23,17
sj,2010,24,20
sj,2010,25,25
sj,2010,26,30
sj,2010,27,33
sj,2010,28,32
sj,2010,29,36
sj,2010,30,44
sj,2010,31,72
sj,2010,32,53
sj,2010,33,52
sj,2010,34,63
sj,2010,35,54
sj,2010,36,71
sj,2010,37,44
sj,2010,38,41
sj,2010,39,55
sj,2010,40,48
sj,2010,41,53
sj,2010,42,50
sj,2010,43,86
sj,2010,44,111
sj,2010,45,82
sj,2010,46,41
sj,2010,47,41
sj,2010,48,33
sj,2010,49,30
sj,2010,50,50
sj,2010,51,36
sj,2011,52,26
sj,2011,1,24
sj,2011,2,35
sj,2011,3,38
sj,2011,4,33
sj,2011,5,22
sj,2011,6,17
sj,2011,7,14
sj,2011,8,16
sj,2011,9,17
sj,2011,10,14
sj,2011,11,12
sj,2011,12,9
sj,2011,13,19
sj,2011,14,12
sj,2011,15,7
sj,2011,16,8
sj,2011,17,8
sj,2011,18,10
sj,2011,19,7
sj,2011,20,12
sj,2011,21,9
sj,2011,22,16
sj,2011,23,16
sj,2011,24,17
sj,2011,25,23
sj,2011,26,20
sj,2011,27,35
sj,2011,28,27
sj,2011,29,29
sj,2011,30,39
sj,2011,31,53
sj,2011,32,72
sj,2011,33,65
sj,2011,34,110
sj,2011,35,62
sj,2011,36,55
sj,2011,37,46
sj,2011,38,60
sj,2011,39,61
sj,2011,40,28
sj,2011,41,49
sj,2011,42,52
sj,2011,43,55
sj,2011,44,63
sj,2011,45,84
sj,2011,46,68
sj,2011,47,46
sj,2011,48,65
sj,2011,49,39
sj,2011,50,38
sj,2011,51,37
sj,2012,52,27
sj,2012,1,31
sj,2012,2,27
sj,2012,3,29
sj,2012,4,22
sj,2012,5,22
sj,2012,6,15
sj,2012,7,20
sj,2012,8,14
sj,2012,9,19
sj,2012,10,18
sj,2012,11,13
sj,2012,12,11
sj,2012,13,12
sj,2012,14,14
sj,2012,15,8
sj,2012,16,10
sj,2012,17,10
sj,2012,18,13
sj,2012,19,7
sj,2012,20,10
sj,2012,21,9
sj,2012,22,9
sj,2012,23,13
sj,2012,24,14
sj,2012,25,15
sj,2012,26,16
sj,2012,27,18
sj,2012,28,28
sj,2012,29,31
sj,2012,30,36
sj,2012,31,28
sj,2012,32,52
sj,2012,33,53
sj,2012,34,52
sj,2012,35,34
sj,2012,36,40
sj,2012,37,70
sj,2012,38,65
sj,2012,39,45
sj,2012,40,49
sj,2012,41,50
sj,2012,42,50
sj,2012,43,49
sj,2012,44,59
sj,2012,45,70
sj,2012,46,208
sj,2012,47,51
sj,2012,48,60
sj,2012,49,38
sj,2012,50,58
sj,2012,51,35
sj,2013,1,35
sj,2013,2,26
sj,2013,3,35
sj,2013,4,26
sj,2013,5,24
sj,2013,6,17
sj,2013,7,19
sj,2013,8,20
sj,2013,9,19
sj,2013,10,19
sj,2013,11,10
sj,2013,12,8
sj,2013,13,11
sj,2013,14,11
sj,2013,15,8
sj,2013,16,11
sj,2013,17,9
iq,2010,26,2
iq,2010,27,5
iq,2010,28,1
iq,2010,29,4
iq,2010,30,1
iq,2010,31,3
iq,2010,32,4
iq,2010,33,3
iq,2010,34,1
iq,2010,35,1
iq,2010,36,6
iq,2010,37,3
iq,2010,38,7
iq,2010,39,6
iq,2010,40,18
iq,2010,41,15
iq,2010,42,4
iq,2010,43,14
iq,2010,44,7
iq,2010,45,9
iq,2010,46,26
iq,2010,47,8
iq,2010,48,7
iq,2010,49,15
iq,2010,50,36
iq,2010,51,11
iq,2011,52,3
iq,2011,1,18
iq,2011,2,10
iq,2011,3,9
iq,2011,4,7
iq,2011,5,20
iq,2011,6,9
iq,2011,7,17
iq,2011,8,12
iq,2011,9,13
iq,2011,10,2
iq,2011,11,6
iq,2011,12,7
iq,2011,13,5
iq,2011,14,6
